job_name,company,address,job_tags,salary,job_info,job_link
php开发工程师,郑州一迅软件科技有限公司,朝阳区,五险一金;节日福利,8千-1.5万/月,"职责描述：1.负责产品功能的设计、开发与维护。2.参与后台系统架构、性能、安全、扩展等优化的设计和实现。3.协调配合产品，测试和其他开发人员完成工作任务。任职要求：1.熟悉掌握PHP开发，熟悉面向对象开发，熟悉常见设计模式，有php7使用经验优先，熟悉开发中常用算法；2.熟练使用主流的PHP开发框架（yii2,laravel等），熟练使用laravel框架优先；3.熟悉HTTP协议，了解前端开发相关知识，熟悉html、javascript、css等，了解es6，熟悉前端框架,有使用vue2.0经验优先；4.熟悉lamp环境（Linux/php7/Mysql/Nginx等）的配置与维护；5.有mysql数据库设计、优化经验，有redis、memcached等缓存出数据库使用经验；6.熟悉rabbitmq、zeromp、kafka等分布式组件任意之一的使用经验、了解其原理；7.了解常见的web安全问题及防范方法；能承受工作压力，自主学习能力强；8.统招本科及以上学历，计算机相关专业，关注大数据相关技术。
                ",https://m.zhaopin.com//jobs/55373072400123370701/
高级php工程师,北京中搜网络技术股份有限公司,海淀区北三环西路43号中航广场A2座6层,,2万-3万/月,"岗位职责1.完成产品的开发工作；                         2.PHP、Jquery代码编写和调试，Mysql数据库设计与开发；               职位要求                                             1.专科（含）以上学历，计算机相关专业；                      2.五年以上PHP开发经验，参与过大型网站设计或相关开发工作经验者优先；     3.熟练使用MySQL数据库，熟悉Linux操作系统，了解Nginx环境；           4.熟练使用DHTML、DIV、CSS、JavaScript、XML，精通JQuery、Zepto者优先；   5.精通PHP编程，具备00P思想，熟悉YII等主流PHP框架；6.具有良好的代码习惯，程序结构清晰，命名规范，逻辑性强；7.积极乐观，良好的沟通能力，具有团队合作精神和责任心。
                ",https://m.zhaopin.com//jobs/35311741600036278712/
PHP初级开发工程师,北京万章盈科科技有限公司,北京市海淀区莲花池东路126号北京邮政信息大厦9层,五险一金;交通补助;餐补;节日福利,5千-7千/月,"岗位职责：1、负责中邮阅读网现有网站的改进，网站现有程序的二次开发与功能定制工作；2、根据业务需求制定网站程序的开发和规划；3、模块单元的自主开发；4、负责网站服务器管理；5、保证网站的正常运转和升级。任职要求：1、大专及以上学历，精通PHP+MySQL开发，熟悉Ajax、JavaScript、Flash、CSS、Html，工作经验1年；2、精通关系数据库MySQL，并掌握windows环境下开发经验；3、熟悉现在PHP框架，如thinkphp、cms、dedecms等；4、具有MySQL索引优化、查询优化和存储优化经验、PHP缓存技术、静态化设计方面的经验；5、沟通、表达能力良好，有团队协作精神。
                ",https://m.zhaopin.com//jobs/285846618250710/
PHP开发工程师,北京嘉农在线信息技术有限公司,北京市海淀区上地三街9号B座802,五险一金;餐补;弹性工作;定期体检;员工旅游,1万-1.5万/月,"岗位职责：1、根据产品需求，完成产品开发工作；2、对己有的功能进行维护、优化；3、配合技术团队完成开发任务，解决技术问题，修改bug；4、管理协调PHP开发团队，负责项目的规划、研发、实施、管理，对整个PHP团队的工作结果监督跟进。任职要求：1、3年以上开发经验，计算机相关专业；2、精通PHP语言，能快速编写结构清晰、代码格式优美的PHP程序；3、熟练使用PHP+MySQL+Apache开发环境,能独立完成网站各种功能模块的开发；4、精通sql语言、mysql数据库，包括设计、调优；5、熟悉Javascript、Html、Xml、Css、Jquery等前端技术；6、熟悉 linux 开发环境，及Lamp环境搭建，常用命令的使用；7、具备团队协作精神，及较强的沟通、协调能力和语言、书面表达能力；8、有较强的逻辑思维和学习能力，具有对新技术、新知识、新领域的学习热情。如果你觉得你是一个比较适合我们公司的人，也可以致电联系。电话号码为 *************工作时间：早9：00 - 晚6：00，周末双休+法定节假日公司提供工作餐补、休息日工作补助、年终奖金、年终优秀员工奖、带薪年假、健康体检、节日福利、生日礼品、集团组织团体旅游等员工福利。公司提供安静舒适的工作环境、欢乐互助积极上进的工作氛围、畅通无阻的晋升渠道！公司在北京、沈阳、长沙、武汉、河南等地都设有技术研发中心，欢迎各方有志之士加入我们企业共同来缔造我们伟嘉集团-嘉农在线在农业产业的百年基业！
                ",https://m.zhaopin.com//jobs/328028680250377/
php工程师,中铁保险经纪有限责任公司北京分公司,朝阳区惠河南街1102号,五险一金;年底双薪;交通补助;餐补;带薪年假;定期体检;通讯补贴;节日福利,1万-1.8万/月,,https://m.zhaopin.com//jobs/27574711700107225212/
php开发经理,中铁保险经纪有限责任公司北京分公司,朝阳区惠河南街1102号,五险一金;年底双薪;交通补助;餐补;带薪年假;定期体检;通讯补贴;节日福利,1.3万-2.5万/月,,https://m.zhaopin.com//jobs/27574711700107224312/
PHP开发工程师,北京中天九五科技发展有限公司,北京市西城区太平街甲1号一层,五险一金;交通补助;餐补;员工旅游;节日福利,1.5万-2万/月,"岗位职责：1.负责公司物联网平台业务系统的开发工作2.负责Web前端表现层及前后端交互的架构设计和开发工作任职要求：1、精通Linux系统、MySQL性能调优及HTTP协议，WebSocket协议；2、精通PHP面向对象编程方法、习惯于写单元测试；3、拥有良好的代码习惯，要求结构清晰，命名规范，逻辑性强，代码冗余率低；4、掌握PHP常用框架及开源库，有项目开发经验者优先。5、熟悉WEB应用开发相关技术如：HTML，JQUERY，JAVASCRIPT，CSS等；6、有2年以上lamp/lnmp开发经验；7、知名物联网公司开发经历，掌握数据结构，算法设计，加分；
                ",https://m.zhaopin.com//jobs/485396481250015/
PHP开发工程师,深圳市新银河技术有限公司北京分公司,北京市朝阳区阜安西路望京soho塔2B座2108-2109,节日福利;五险一金;绩效奖金;带薪年假;员工旅游,1万-1.5万/月,"岗位职责：1.根据产品要求完成网站、管理后台、html5页面的开发以及维护2.参与产品需求分析并制定技术实施方案，根据产品功能需求设计并完成软件实现3.负责解决开发过程中的技术问题优先条件：1.具有MySQL索引优化、查询优化和存储优化经验、PHP缓存技术、静态化设计方面的经验,对服务器端优化开发有思想、曾参与过大访问压力的项目开发者优先2.精通mysql数据库设计性能调优、数据库shard设计(数据库分割,表分割,构建数据库集群)者优先任职要求：1.三年以上PHP开发经验，熟悉linux,mysql,nginx等环境部署和升级2.精通PHP/MySQL开发、熟悉MVC开发，熟悉开源PHP框架，使用过memcache、redis等缓存技术3.熟悉js，html5，css3等主流前端技术4.拥有良好的代码习惯，要求结构清晰、命名规范、逻辑性强、代码冗余率低5.有开放平台开发经验者优先6.思维敏捷，具备快速学习能力，有成功案例者优先7.具备良好的抗压能力、责任心和团队合作精神
                ",https://m.zhaopin.com//jobs/581633927250090/
php程序员,北京纳古良品信息技术有限公司,北京市丰台区丰台镇富丰路2号2-21幢2101,五险一金;绩效奖金;股票期权;带薪年假;员工旅游,6千-1.2万/月,"职位信息任职资格：1、大专及以上学历， 3年以上PHP开发相关经验（不含实习时间）；2、1年以上微信小程序开发经验；3.熟练掌握LAMP框架开发技能，熟悉常见Web开发框架, 有大型电商/小程序项目开发经验者优先。4.熟悉JavaScript、HTML、CSS等前端Web开发技能，熟悉主流JavaScript框架。5.熟悉Python, Golang, Java,C++ 等一种以上开发语言。6.熟悉Linux操作系统和Shell脚本编程。7.精通PHP，熟悉PHP主流框架（Yii、Laravel）8. 有ecstore二次开发经验优先 岗位职责：1.参与商城开发，负责对接小程序，进行相应模块开发；2.从事电商网页、移动端产品相关的应用开发工作。3.参与后端系统的架构分析和逻辑模型设计。4.参与系统需求分析与设计，并负责完成PHP核心代码，接口规范制定；
                ",https://m.zhaopin.com//jobs/70527132400121409213/
网络技术,北京中福华康农业开发有限公司,朝阳区东四环78号大成国际5B26,五险一金;交通补助;餐补;通讯补贴;带薪年假;定期体检;周末双休,6千-8千/月,"岗位职责：1. 负责网站建设项目的实施工作，包含服务器环境安装、网页模板制作、公司网站管理系统的安装使用、培训等；2. 负责网站项目的系统开发，数据结构设计及系统调试；3. 负责已上线产品的迭代开发，维护及bug修复工作；4. 根据项目需求，能够独立完成项目的研发工作；带过团队优先。任职要求：1. 2年以上网站建设工作经验，或网站维护、软件系统运维、技术支持经验；2. 熟悉PHP语言开发，有独立PHP项目开发经验；掌握asp的优先；3. 掌握linux等操作系统，及JS、HTML、 CSS等相关Web开发技术知识；4. 掌握主流数据库的日常操作（MSSQL、ORACLE、MYSQL）；5. 掌握各类应用服务器的优化调试（apache、tomcat、weblogic、websphere）；6. 具备良好的代码编程习惯及较强的文档编写能力；有进取心，团队配合意识强并具有一定的沟通协调能力。项目介绍圆梦乡村网包括网站、小程序和公众号，是乡村爱好者联盟的自媒体平台。乡村是我们的精神家园， 文化的根，我们将从村落的自然风景、生活方式、在地文化出发，挖掘村落的内容和故事，感受乡村人情 的温暖，让更多人发现中国村落的美。圆梦乡村是艺乡建研究机构的合作伙伴。艺乡建源于中国人民大学艺术学院公共艺术实验室，由中国 人民大学艺术学院、社会人口学院、农发学院、公管学院、文学院师生合作发起。通过艺术实现乡村振兴 、精准扶贫和农村产业升级，在我国鲜有系统性研究，通过多年项目实践，艺乡建团队逐渐探索出一条系 统性的艺术激活乡村、实现乡村振兴的新路，艺乡建是将这个系统性方法成果落地的执行机构。
                ",https://m.zhaopin.com//jobs/63023733000105686812/
